Year,Section,Content
1890,Event Summary,"The short-lived Players League folded in December returning all of their players to their original teams. The Pittsburgh franchise deviated from the agreement though and signed second baseman Louis Bierbauer who had originally belonged to the Philadelphia Phillies. After being accused in the papers of being ""Pirates"" the team adopted the nickname and refused to return Bierbauer to their cross-state rivals."
1890,Event Summary,"""C. Scott Stratton, pitcher in the previous century who hurled 15 straight victories for the Louisville American Association team in 1890, died of a heart attack at Louisville, Ky., March 8."" - The Sporting News Obituary (March 8, 1939)"
1890,Event Summary,Hitting Statistics League Leaderboard
1890,Event Summary,Pitching Statistics League Leaderboard
1890,Event Summary,Team Standings
1890,Event Summary,Hitting Statistics League Leaderboard
1890,Event Summary,Pitching Statistics League Leaderboard
1890,Event Summary,"The Brooklyn franchise began as Trolley Dodgers. Several of their players got married, so they became the Bridegrooms. Now that they had dodged trolleys and married wives, they evolved into Gladiators."
1890,Event Summary,"Did you know that when the Rochester (8) versus Columbus (3) game played on July 20, 1890 was completed, both teams were arrested? Why? Because it was played on a Sunday!"
1890,Event Summary,"Jack Stivetts- a pitcher - hit two home runs during the same game on June 10, 1890, August 6, 1891, and June 12, 1896. This pitching / slugging feat has only been duplicated since byWes Ferrell(5x) andDon Newcombe(3x)."
1891,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
1891,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
1891,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
1891,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
1891,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
1891,Event Summary,"America's most famous concert venue; Carnegie Hall opened in New York with guest conductor Peter Illich Tchaikovsky on the podium. Inside, the elegant and breathtaking 2,800-seat auditorium still remains as one of the worlds finest. For over one-hundred years, the hall has attracted the world's leading orchestras and solo or group performers including Bernstein, Ellington, Fitzgerald, Garland, Sinatra, Dylan, and the Beatles among thousands of others."
1891,Event Summary,"At twenty years old, Amos Rusie of the New York Giants became the youngest pitcher ever to toss a no-hitter after blanking the Brooklyn Trolley-Dodgers 6-0 on July 31st."
1891,Event Summary,"The Boston Beaneaters won the National League Pennant, while their cross-town rival Reds took the American Association title. For undisclosed reasons, the National League champs declined an invitation for a playoff resulting in no baseball Championship for the first time since 1883."
1891,Event Summary,"Shortstop John J. McGraw debuted for the Baltimore Orioles on August 26thas the ""Blackbirds"" defeated the Columbus Buckeyes 6-5."
1891,Event Summary,Ted Breitenstein of the St. Louis Browns became the first pitcher ever to debut with a no-hitter after shutting out the Louisville Colonels 8-0 on October 4th.
1891,Event Summary,"The American Associated folded in December leaving the Baltimore Orioles, St. Louis Browns, Louisville Colonels and Washington Senators to be absorbed into the National League the following season."
1891,Event Summary,"""I found it (being deaf since birth) no handicap. I could feel the tiniest foul tip and when on the bases I had my own secret way of knowing when a batter made a foul tip. The yelling of the opposition was useless as far as I was concerned."" - Dummy Hoy"
1891,Event Summary,Hitting Statistics League Leaderboard
1891,Event Summary,Pitching Statistics League Leaderboard
1891,Event Summary,Team Standings
1891,Event Summary,Hitting Statistics League Leaderboard
1891,Event Summary,Pitching Statistics League Leaderboard
1891,Event Summary,"On August 17, 1891 the Cincinnati Porkers disbanded after their one-hundred second game enabling the Western League Milwaukee Brewers to be ""brought-up"" to take their place."
1891,Event Summary,"Did you know that the first Major League baseball game ever played in Minnesota featured the American Association Milwaukee Brewers defeating the Columbus Colts 5-0 in Athletic Park. on October 2, 1891?"
1891,Event Summary,"The final American Association season ended with a BANG when the St. Louis Browns allowedTed Breitensteinto pitch his first ever Major League game on the final day of the season (October 4, 1891). The rookie hurler did not disappoint as he came within one walk of a perfect game and ended with an 8-0 no-hitter versus the defending champion Louisville Colonels."
1901,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
1901,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
1901,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
1901,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
1901,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
1901,Event Summary,"As President William McKinley began his second term, he was fatally shot by anarchist Leon Czolgosz. Czolgosz stated that the President was ""an enemy of good working people"" and was later judged to be sane and executed. The chief event of McKinley's administration was the war with Spain, which resulted in the United States' acquisition of the Philippines and other islands. Theodore Roosevelt was promptly sworn in as his successor and embarked on a wide-ranging program of governmental reform and conservation of natural resources."
1901,Event Summary,"On April 28th, Cleveland Indians rookie pitcher Charles Baker surrendered an American League record twenty-three singles in a 13-1 loss to the Chicago White Sox."
1901,Event Summary,"In May, White Stockings Herm McFarland and Dummy Hoy set one of the first American League records (most homeruns in a game) with two grand slams during Chicago's 19-9 win over the Detroit Tigers. Detroit also set a Major League mark of their own with twelve errors (ten by the infield) that was amazingly matched by the White Sox in 1903 — against the Tigers."
1901,Event Summary,"With two outs in the ninth, Milwaukee Brewers pitcher Bill Reidy set a Major League record after surrendering ten consecutive hits for a 13-2 loss to the Boston Somersets on June 2nd."
1901,Event Summary,Cincinnati Reds ace Noodles Hahn struck out sixteen Boston Brave batters on May 22ndfor a 4-3 victory and a record that would stand until Jim Maloney matched it in 1963.
1901,Event Summary,"On June 20th, Honus Wagner became the first twentieth century player to steal home twice in a single game, as the Pittsburgh Pirates blanked the New York Giants, 7-0."
1901,Event Summary,"The Brooklyn Dodgers tied their highest score of the previous century (May 20, 1896) after beating the Cincinnati Reds 25-6 in a September 23rdouting at League Park II."
1901,Event Summary,"The American League formally organized with the Baltimore Orioles, Philadelphia Athletics, Boston Somersets, Washington Nationals, Cleveland Blues, Detroit Tigers, Milwaukee Brewers, and Chicago White Sox. Three of the leagues original clubs in Indianapolis, Minneapolis, and Buffalo were dropped. The player limit was set at fourteen per team, and the inaugural schedule was set at one-hundred forty games."
1901,Event Summary,"The National League Rules Committee decreed that all foul balls are to count as strikes, except after two, catchers must play within ten feet of the batter, a ball will be called if the pitcher does not throw to a ready and waiting batter within twenty seconds, and that the umpire will remove all players using indecent language."
1901,Event Summary,"At the December league meeting, the Milwaukee Brewers franchise was officially dropped from the American League and replaced by the St. Louis Browns."
1901,Event Summary,"""Second baseman Napoleon Lajoie was one of the most graceful performers of his or any era."" - National Baseball Hall of Fame"
1901,Event Summary,1901 Hitting Statistics League Leaderboards |1902→
1901,Event Summary,1901 Pitching Statistics League Leaderboards |1902→
1901,Event Summary,Team Standings
1901,Event Summary,Hitting Statistics League Leaderboard
1901,Event Summary,Pitching Statistics League Leaderboard
1901,Event Summary,"On April 24, 1901, theChicago White Soxbeat theCleveland Blues8-2 in the first ever ""official"" American League game."
